gene_id	gene_name	ZFIN.ID	Description
ENSDARG00000078479	mocs1	https://zfin.org/ZDB-GENE-130215-1	molybdenum cofactor synthesis 1 [Source:ZFIN;Acc:ZDB-GENE-130215-1]
ENSDARG00000094799	plxnb2a.1	https://zfin.org/ZDB-GENE-030131-8917	plexin b2a [Source:ZFIN;Acc:ZDB-GENE-030131-8917]
ENSDARG00000039497	ccdc85a	https://zfin.org/ZDB-GENE-080220-55	coiled-coil domain containing 85A [Source:ZFIN;Acc:ZDB-GENE-080220-55]
ENSDARG00000086112	si:ch211-266i6.3	https://zfin.org/ZDB-GENE-030131-5420	si:ch211-266i6.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5420]
ENSDARG00000038225	nras	https://zfin.org/ZDB-GENE-990415-166	neuroblastoma RAS viral (v-ras) oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-990415-166]
ENSDARG00000099829	si:ch211-215p11.2p	https://zfin.org/	
ENSDARG00000095127	si:ch73-343l4.6.1	https://zfin.org/ZDB-GENE-090313-158	si:ch73-343l4.6 [Source:ZFIN;Acc:ZDB-GENE-090313-158]
ENSDARG00000010625	clic2	https://zfin.org/ZDB-GENE-040718-299	chloride intracellular channel 2 [Source:ZFIN;Acc:ZDB-GENE-040718-299]
ENSDARG00000086703	si:dkey-126g1.7	https://zfin.org/ZDB-GENE-090313-181	si:dkey-126g1.7 [Source:ZFIN;Acc:ZDB-GENE-090313-181]
ENSDARG00000101312	si:dkey-31n13.4	https://zfin.org/ZDB-GENE-071008-3	si:dkey-31n13.4 [Source:ZFIN;Acc:ZDB-GENE-071008-3]
ENSDARG00000071040	smim8	https://zfin.org/ZDB-GENE-050522-423	small integral membrane protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-423]
ENSDARG00000060435	bnipl	https://zfin.org/ZDB-GENE-060503-81	"BCL2/adenovirus E1B 19kD interacting protein, like [Source:ZFIN;Acc:ZDB-GENE-060503-81]"
ENSDARG00000058416	si:dkey-11m19.5	https://zfin.org/ZDB-GENE-120709-97	si:dkey-11m19.5 [Source:ZFIN;Acc:ZDB-GENE-120709-97]
ENSDARG00000092502	si:ch73-343l4.3	https://zfin.org/ZDB-GENE-090313-155	si:ch73-343l4.3 [Source:ZFIN;Acc:ZDB-GENE-090313-155]
ENSDARG00000075470	znf989	https://zfin.org/ZDB-GENE-050522-337	zinc finger protein 989 [Source:ZFIN;Acc:ZDB-GENE-050522-337]
ENSDARG00000034187	calm1b	https://zfin.org/ZDB-GENE-030131-5590	calmodulin 1b [Source:ZFIN;Acc:ZDB-GENE-030804-2]
ENSDARG00000024101	adra1d	https://zfin.org/ZDB-GENE-090312-203	adrenoceptor alpha 1D [Source:ZFIN;Acc:ZDB-GENE-090312-203]
ENSDARG00000099142	si:ch211-214d11.2	https://zfin.org/ZDB-GENE-141216-387	si:ch211-214d11.2 [Source:ZFIN;Acc:ZDB-GENE-141216-387]
ENSDARG00000078733	cnnm2b	https://zfin.org/ZDB-GENE-090311-26	cyclin and CBS domain divalent metal cation transport mediator 2b [Source:ZFIN;Acc:ZDB-GENE-090311-26]
ENSDARG00000017195	foxf2a	https://zfin.org/ZDB-GENE-110407-5	forkhead box F2a [Source:ZFIN;Acc:ZDB-GENE-110407-5]
ENSDARG00000094710	si:dkey-79i2.4	https://zfin.org/ZDB-GENE-060503-553	si:dkey-79i2.4 [Source:ZFIN;Acc:ZDB-GENE-060503-553]
ENSDARG00000061690	nxpe3	https://zfin.org/ZDB-GENE-061013-214	"neurexophilin and PC-esterase domain family, member 3 [Source:ZFIN;Acc:ZDB-GENE-061013-214]"
ENSDARG00000019230	rpl7a	https://zfin.org/ZDB-GENE-031001-9	ribosomal protein L7a [Source:ZFIN;Acc:ZDB-GENE-031001-9]
ENSDARG00000092178	si:ch211-203f8.1	https://zfin.org/ZDB-GENE-070705-94	si:ch211-203f8.1 [Source:ZFIN;Acc:ZDB-GENE-070705-94]
ENSDARG00000100232	glis2b	https://zfin.org/ZDB-GENE-091204-120	GLIS family zinc finger 2b [Source:ZFIN;Acc:ZDB-GENE-091204-120]
ENSDARG00000095781	si:dkey-88e10.2	https://zfin.org/ZDB-GENE-090313-348	si:dkey-88e10.2 [Source:ZFIN;Acc:ZDB-GENE-090313-348]
ENSDARG00000095355	si:dkey-78l4.7	https://zfin.org/ZDB-GENE-060503-176	si:dkey-78l4.7 [Source:ZFIN;Acc:ZDB-GENE-060503-176]
ENSDARG00000063319	si:ch73-216m24.3	https://zfin.org/ZDB-GENE-100921-70	si:ch73-216m24.3 [Source:ZFIN;Acc:ZDB-GENE-100921-70]
ENSDARG00000069111	IKZF2	https://zfin.org/ZDB-GENE-100922-169	si:zfos-1425h8.1 [Source:ZFIN;Acc:ZDB-GENE-100922-169]
ENSDARG00000071353	si:ch211-235e9.8	https://zfin.org/ZDB-GENE-141219-2	si:ch211-235e9.8 [Source:ZFIN;Acc:ZDB-GENE-141219-2]
ENSDARG00000053835	plekhh1	https://zfin.org/ZDB-GENE-061219-1	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:ZFIN;Acc:ZDB-GENE-061219-1]"
ENSDARG00000016263	zdhhc5a	https://zfin.org/ZDB-GENE-090312-92	"zinc finger, DHHC-type containing 5a [Source:ZFIN;Acc:ZDB-GENE-090312-92]"
ENSDARG00000096840	si:zfos-591e8.2	https://zfin.org/ZDB-GENE-131121-146	si:zfos-591e8.2 [Source:ZFIN;Acc:ZDB-GENE-131121-146]
ENSDARG00000092288	si:ch211-214p13.7	https://zfin.org/ZDB-GENE-060503-25	si:ch211-214p13.7 [Source:ZFIN;Acc:ZDB-GENE-060503-25]
ENSDARG00000009046	nphp1	https://zfin.org/ZDB-GENE-060929-1234	nephronophthisis 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1234]
ENSDARG00000061525	slka	https://zfin.org/ZDB-GENE-050411-66	STE20-like kinase a [Source:ZFIN;Acc:ZDB-GENE-050411-66]
ENSDARG00000093493	urp1	https://zfin.org/ZDB-GENE-100922-138	urotensin-related peptide 1 [Source:ZFIN;Acc:ZDB-GENE-100922-138]
ENSDARG00000088955	nlrb1	https://zfin.org/ZDB-GENE-080430-2	"NOD-like receptor family B, member 1 [Source:ZFIN;Acc:ZDB-GENE-080430-2]"
ENSDARG00000092658	si:ch211-204c5.6	https://zfin.org/ZDB-GENE-081104-167	si:ch211-204c5.6 [Source:ZFIN;Acc:ZDB-GENE-081104-167]
ENSDARG00000101619	minos1	https://zfin.org/ZDB-GENE-060825-325	mitochondrial inner membrane organizing system 1 [Source:ZFIN;Acc:ZDB-GENE-060825-325]
ENSDARG00000094300	NUPR2	https://zfin.org/ZDB-GENE-070705-255	si:ch211-160e1.5 [Source:ZFIN;Acc:ZDB-GENE-070705-255]
ENSDARG00000096307	CACNA1I (1 of many)	https://zfin.org/ZDB-GENE-120215-18	si:ch73-379f7.5 [Source:ZFIN;Acc:ZDB-GENE-120215-18]
ENSDARG00000078452	hmox2b	https://zfin.org/ZDB-GENE-091118-52	heme oxygenase 2b [Source:ZFIN;Acc:ZDB-GENE-091118-52]
ENSDARG00000045951	kat5b	https://zfin.org/ZDB-GENE-030131-985	K(lysine) acetyltransferase 5b [Source:ZFIN;Acc:ZDB-GENE-030131-985]
ENSDARG00000086283	cnsta	https://zfin.org/ZDB-GENE-120917-3	"consortin, connexin sorting protein a [Source:ZFIN;Acc:ZDB-GENE-120917-3]"
ENSDARG00000093714	artnb	https://zfin.org/ZDB-GENE-070705-129	artemin b [Source:ZFIN;Acc:ZDB-GENE-070705-129]
ENSDARG00000100944	glrx2	https://zfin.org/ZDB-GENE-040718-101	glutaredoxin 2 [Source:ZFIN;Acc:ZDB-GENE-040718-101]
ENSDARG00000021812	cherp	https://zfin.org/ZDB-GENE-040407-1	calcium homeostasis endoplasmic reticulum protein [Source:ZFIN;Acc:ZDB-GENE-040407-1]
ENSDARG00000096911	si:dkey-219f18.2	https://zfin.org/ZDB-GENE-131121-250	si:dkey-219f18.2 [Source:ZFIN;Acc:ZDB-GENE-131121-250]
ENSDARG00000012987	gpia	https://zfin.org/ZDB-GENE-020513-2	glucose-6-phosphate isomerase a [Source:ZFIN;Acc:ZDB-GENE-020513-2]
ENSDARG00000023237	syne3	https://zfin.org/ZDB-GENE-070209-271	"spectrin repeat containing, nuclear envelope family member 3 [Source:ZFIN;Acc:ZDB-GENE-070209-271]"
ENSDARG00000009837	agk	https://zfin.org/ZDB-GENE-030131-6202	acylglycerol kinase [Source:ZFIN;Acc:ZDB-GENE-030131-6202]
ENSDARG00000100535	ecm1a	https://zfin.org/ZDB-GENE-121204-1	extracellular matrix protein 1a [Source:ZFIN;Acc:ZDB-GENE-121204-1]
ENSDARG00000087870	adgrf3a	https://zfin.org/ZDB-GENE-131121-607	adhesion G protein-coupled receptor F3a [Source:ZFIN;Acc:ZDB-GENE-131121-607]
ENSDARG00000100834	si:ch73-335m24.8	https://zfin.org/ZDB-GENE-141216-324	si:ch73-335m24.8 [Source:ZFIN;Acc:ZDB-GENE-141216-324]
ENSDARG00000010085	p4ha2	https://zfin.org/ZDB-GENE-030827-1	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-030827-1]"
ENSDARG00000013478	rrp15	https://zfin.org/ZDB-GENE-030131-5261	ribosomal RNA processing 15 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-5261]
ENSDARG00000102822	pam16	https://zfin.org/ZDB-GENE-040426-1776	presequence translocase-associated motor 16 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1776]
ENSDARG00000055955	lcp2a	https://zfin.org/ZDB-GENE-041114-97	lymphocyte cytosolic protein 2a [Source:ZFIN;Acc:ZDB-GENE-041114-97]
ENSDARG00000037358	polr3e	https://zfin.org/ZDB-GENE-030131-8462	polymerase (RNA) III (DNA directed) polypeptide E [Source:ZFIN;Acc:ZDB-GENE-030131-8462]
ENSDARG00000036292	cdx4	https://zfin.org/ZDB-GENE-980526-330	caudal type homeobox 4 [Source:ZFIN;Acc:ZDB-GENE-980526-330]
ENSDARG00000057687	sbk3	https://zfin.org/ZDB-GENE-080204-39	"SH3 domain binding kinase family, member 3 [Source:ZFIN;Acc:ZDB-GENE-080204-39]"
ENSDARG00000060926	rnf19b	https://zfin.org/ZDB-GENE-060503-281	ring finger protein 19B [Source:ZFIN;Acc:ZDB-GENE-060503-281]
ENSDARG00000046048	vapal	https://zfin.org/ZDB-GENE-040718-281	"VAMP (vesicle-associated membrane protein)-associated protein A, like [Source:ZFIN;Acc:ZDB-GENE-040718-281]"
ENSDARG00000014793	ehd1b	https://zfin.org/ZDB-GENE-030131-2069	EH-domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2069]
ENSDARG00000021677	phf11	https://zfin.org/ZDB-GENE-081104-417	PHD finger protein 11 [Source:ZFIN;Acc:ZDB-GENE-081104-417]
ENSDARG00000012625	prkag2a	https://zfin.org/ZDB-GENE-060929-160	"protein kinase, AMP-activated, gamma 2 non-catalytic subunit a [Source:ZFIN;Acc:ZDB-GENE-060929-160]"
ENSDARG00000043856	amd1	https://zfin.org/ZDB-GENE-040426-760	adenosylmethionine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-760]
ENSDARG00000090489	si:ch211-189e2.2	https://zfin.org/ZDB-GENE-131121-624	si:ch211-189e2.2 [Source:ZFIN;Acc:ZDB-GENE-131121-624]
ENSDARG00000019335	hes6	https://zfin.org/ZDB-GENE-030828-5	hes family bHLH transcription factor 6 [Source:ZFIN;Acc:ZDB-GENE-030828-5]
ENSDARG00000093702	si:dkey-126g1.9	https://zfin.org/ZDB-GENE-030131-9862	si:dkey-126g1.9 [Source:ZFIN;Acc:ZDB-GENE-030131-9862]
ENSDARG00000045343	usp46	https://zfin.org/ZDB-GENE-070705-213	ubiquitin specific peptidase 46 [Source:ZFIN;Acc:ZDB-GENE-070705-213]
ENSDARG00000044820	cstf1	https://zfin.org/ZDB-GENE-030131-2958	"cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2958]"
ENSDARG00000029720	si:dkeyp-9d4.2	https://zfin.org/ZDB-GENE-090312-156	si:dkeyp-9d4.2 [Source:ZFIN;Acc:ZDB-GENE-090312-156]
ENSDARG00000003592	surf1	https://zfin.org/ZDB-GENE-041108-2	surfeit 1 [Source:ZFIN;Acc:ZDB-GENE-041108-2]
ENSDARG00000103166	si:zfos-2069a7.3	https://zfin.org/ZDB-GENE-141212-368	si:zfos-2069a7.3 [Source:ZFIN;Acc:ZDB-GENE-141212-368]
ENSDARG00000045519	sfmbt2	https://zfin.org/ZDB-GENE-041210-196	Scm-like with four mbt domains 2 [Source:ZFIN;Acc:ZDB-GENE-041210-196]
ENSDARG00000016470	anxa5b	https://zfin.org/ZDB-GENE-030131-9076	annexin A5b [Source:ZFIN;Acc:ZDB-GENE-030131-9076]
ENSDARG00000057484	srsf2a	https://zfin.org/ZDB-GENE-040426-2706	serine/arginine-rich splicing factor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-2706]
ENSDARG00000045789	srgap1b	https://zfin.org/ZDB-GENE-041210-103	SLIT-ROBO Rho GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-041210-103]
ENSDARG00000055493	hic1	https://zfin.org/ZDB-GENE-040713-2	hypermethylated in cancer 1 [Source:ZFIN;Acc:ZDB-GENE-040713-2]
ENSDARG00000077293	synpo2la	https://zfin.org/ZDB-GENE-090828-4	synaptopodin 2-like a [Source:ZFIN;Acc:ZDB-GENE-090828-4]
ENSDARG00000092693	tpt1	https://zfin.org/ZDB-GENE-990603-10	"tumor protein, translationally-controlled 1 [Source:ZFIN;Acc:ZDB-GENE-990603-10]"
ENSDARG00000100539	btr22	https://zfin.org/ZDB-GENE-080402-4	"bloodthirsty-related gene family, member 22 [Source:ZFIN;Acc:ZDB-GENE-080402-4]"
ENSDARG00000046127	tk2	https://zfin.org/ZDB-GENE-040718-243	"thymidine kinase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-243]"
ENSDARG00000073899	nemp1	https://zfin.org/ZDB-GENE-090313-182	nuclear envelope integral membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-090313-182]
ENSDARG00000089616	coro7	https://zfin.org/ZDB-GENE-050706-137	coronin 7 [Source:ZFIN;Acc:ZDB-GENE-050706-137]
ENSDARG00000094366	si:dkey-260g12.1	https://zfin.org/ZDB-GENE-100922-284	si:dkey-260g12.1 [Source:ZFIN;Acc:ZDB-GENE-100922-284]
ENSDARG00000014599	slc5a6b	https://zfin.org/ZDB-GENE-050913-86	"solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-050913-86]"
ENSDARG00000043502	ccdc124	https://zfin.org/ZDB-GENE-040426-1483	coiled-coil domain containing 124 [Source:ZFIN;Acc:ZDB-GENE-040426-1483]
ENSDARG00000097615	si:ch211-108d22.2	https://zfin.org/ZDB-GENE-131127-97	si:ch211-108d22.2 [Source:ZFIN;Acc:ZDB-GENE-131127-97]
ENSDARG00000077737	spsb3a	https://zfin.org/ZDB-GENE-030131-4182	splA/ryanodine receptor domain and SOCS box containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-4182]
ENSDARG00000096030	si:dkey-262g12.7	https://zfin.org/ZDB-GENE-110914-181	si:dkey-262g12.7 [Source:ZFIN;Acc:ZDB-GENE-110914-181]
ENSDARG00000102913	si:dkey-206d17.16	https://zfin.org/ZDB-GENE-081104-356	si:dkey-206d17.16 [Source:ZFIN;Acc:ZDB-GENE-081104-356]
ENSDARG00000102746	tmem39a	https://zfin.org/ZDB-GENE-030131-1928	transmembrane protein 39A [Source:ZFIN;Acc:ZDB-GENE-030131-1928]
ENSDARG00000009169	mob1ba	https://zfin.org/ZDB-GENE-040426-919	MOB kinase activator 1Ba [Source:ZFIN;Acc:ZDB-GENE-040426-919]
ENSDARG00000061865	ddx10	https://zfin.org/ZDB-GENE-071022-2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:ZFIN;Acc:ZDB-GENE-071022-2]
ENSDARG00000052115	ehf	https://zfin.org/ZDB-GENE-060312-7	ets homologous factor [Source:ZFIN;Acc:ZDB-GENE-060312-7]
ENSDARG00000096092	si:ch211-145g9.7	https://zfin.org/ZDB-GENE-110914-206	si:ch211-145g9.7 [Source:ZFIN;Acc:ZDB-GENE-110914-206]
ENSDARG00000062108	iffo1b	https://zfin.org/ZDB-GENE-050208-308	intermediate filament family orphan 1b [Source:ZFIN;Acc:ZDB-GENE-050208-308]
ENSDARG00000102992	btr20	https://zfin.org/ZDB-GENE-060421-3419	"bloodthirsty-related gene family, member 20 [Source:ZFIN;Acc:ZDB-GENE-060421-3419]"
ENSDARG00000058252	adamts15b.1	https://zfin.org/ZDB-GENE-070814-5	"ADAM metallopeptidase with thrombospondin type 1 motif, 15b [Source:ZFIN;Acc:ZDB-GENE-070814-5]"
ENSDARG00000104901	ostc	https://zfin.org/ZDB-GENE-040426-1079	oligosaccharyltransferase complex subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1079]
ENSDARG00000069995	dpy19l1l	https://zfin.org/ZDB-GENE-030521-11	"dpy-19-like 1, like (H. sapiens) [Source:ZFIN;Acc:ZDB-GENE-030521-11]"
ENSDARG00000043854	ppil4	https://zfin.org/ZDB-GENE-030131-6251	peptidylprolyl isomerase (cyclophilin)-like 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6251]
ENSDARG00000097112	si:dkey-190i10.1	https://zfin.org/ZDB-GENE-131127-465	si:dkey-190i10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-465]
ENSDARG00000052154	lix1	https://zfin.org/ZDB-GENE-060526-123	limb and CNS expressed 1 [Source:ZFIN;Acc:ZDB-GENE-060526-123]
ENSDARG00000039650	itm2cb	https://zfin.org/ZDB-GENE-030131-7806	integral membrane protein 2Cb [Source:ZFIN;Acc:ZDB-GENE-030131-7806]
ENSDARG00000096044	si:ch211-145g9.6	https://zfin.org/ZDB-GENE-110914-200	si:ch211-145g9.6 [Source:ZFIN;Acc:ZDB-GENE-110914-200]
ENSDARG00000074428	hhat	https://zfin.org/ZDB-GENE-051118-1	hedgehog acyltransferase [Source:ZFIN;Acc:ZDB-GENE-051118-1]
ENSDARG00000096141	zgc:173624	https://zfin.org/ZDB-GENE-071004-60	zgc:173624 [Source:ZFIN;Acc:ZDB-GENE-071004-60]
ENSDARG00000037760	uncx4.1	https://zfin.org/ZDB-GENE-050714-1	Unc4.1 homeobox (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-050714-1]
ENSDARG00000035427	surf6	https://zfin.org/ZDB-GENE-040426-1333	surfeit 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1333]
ENSDARG00000056739	tas1r1	https://zfin.org/ZDB-GENE-060208-2	"taste receptor, type 1, member 1 [Source:ZFIN;Acc:ZDB-GENE-060208-2]"
ENSDARG00000000563	ttn.1	https://zfin.org/ZDB-GENE-030616-413	"titin, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030616-413]"
ENSDARG00000056642	hdac9b	https://zfin.org/ZDB-GENE-040109-7	histone deacetylase 9b [Source:ZFIN;Acc:ZDB-GENE-040109-7]
ENSDARG00000098603	si:dkeyp-101f3.2	https://zfin.org/ZDB-GENE-141216-419	si:dkeyp-101f3.2 [Source:ZFIN;Acc:ZDB-GENE-141216-419]
ENSDARG00000098785	glrx3	https://zfin.org/ZDB-GENE-041010-22	glutaredoxin 3 [Source:ZFIN;Acc:ZDB-GENE-041010-22]
ENSDARG00000006279	rragd	https://zfin.org/ZDB-GENE-070620-6	ras-related GTP binding D [Source:ZFIN;Acc:ZDB-GENE-070620-6]
ENSDARG00000042336	impdh1a	https://zfin.org/ZDB-GENE-040704-15	IMP (inosine 5'-monophosphate) dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-040704-15]
ENSDARG00000100046	si:dkey-206d17.15	https://zfin.org/ZDB-GENE-081031-59	si:dkey-206d17.15 [Source:ZFIN;Acc:ZDB-GENE-081031-59]
ENSDARG00000090997	vegfba	https://zfin.org/ZDB-GENE-120510-3	vascular endothelial growth factor Ba [Source:ZFIN;Acc:ZDB-GENE-120510-3]
ENSDARG00000006206	pou4f3	https://zfin.org/ZDB-GENE-990415-24	POU class 4 homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-990415-24]
ENSDARG00000100450	btr21	https://zfin.org/ZDB-GENE-081031-80	"bloodthirsty-related gene family, member 21 [Source:ZFIN;Acc:ZDB-GENE-081031-80]"
ENSDARG00000032077	mfsd12b	https://zfin.org/ZDB-GENE-080305-1	major facilitator superfamily domain containing 12b [Source:ZFIN;Acc:ZDB-GENE-080305-1]
ENSDARG00000103092	grem2b	https://zfin.org/ZDB-GENE-030911-9	"gremlin 2, DAN family BMP antagonist b [Source:ZFIN;Acc:ZDB-GENE-030911-9]"
ENSDARG00000035023	kiaa0907	https://zfin.org/ZDB-GENE-030131-405	KIAA0907 protein [Source:ZFIN;Acc:ZDB-GENE-030131-405]
ENSDARG00000058254	si:ch211-213d14.1	https://zfin.org/ZDB-GENE-131127-437	si:ch211-213d14.1 [Source:ZFIN;Acc:ZDB-GENE-131127-437]
ENSDARG00000098902	ubxn8	https://zfin.org/ZDB-GENE-050522-266	UBX domain protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-266]
ENSDARG00000103618	btr18	https://zfin.org/ZDB-GENE-080213-2	"bloodthirsty-related gene family, member 18 [Source:ZFIN;Acc:ZDB-GENE-080213-2]"
ENSDARG00000042552	cacna1sb	https://zfin.org/ZDB-GENE-051227-1	"calcium channel, voltage-dependent, L type, alpha 1S subunit, b [Source:ZFIN;Acc:ZDB-GENE-051227-1]"
ENSDARG00000097097	myo18ab	https://zfin.org/	
ENSDARG00000045351	ccdc58	https://zfin.org/ZDB-GENE-040426-1780	coiled-coil domain containing 58 [Source:ZFIN;Acc:ZDB-GENE-040426-1780]
ENSDARG00000104553	si:ch73-216b13.2	https://zfin.org/ZDB-GENE-141216-409	si:ch73-216b13.2 [Source:ZFIN;Acc:ZDB-GENE-141216-409]
ENSDARG00000007221	pbk	https://zfin.org/ZDB-GENE-030523-2	PDZ binding kinase [Source:ZFIN;Acc:ZDB-GENE-030523-2]
ENSDARG00000009466	rgs9bp	https://zfin.org/ZDB-GENE-030728-1	regulator of G protein signaling 9 binding protein [Source:ZFIN;Acc:ZDB-GENE-030728-1]
ENSDARG00000014148	med22	https://zfin.org/ZDB-GENE-040625-156	mediator complex subunit 22 [Source:ZFIN;Acc:ZDB-GENE-040625-156]
ENSDARG00000052518	stx4	https://zfin.org/ZDB-GENE-030131-2455	syntaxin 4 [Source:ZFIN;Acc:ZDB-GENE-030131-2455]
ENSDARG00000017790	chrnb2b	https://zfin.org/ZDB-GENE-070821-3	"cholinergic receptor, nicotinic, beta 2b [Source:ZFIN;Acc:ZDB-GENE-070821-3]"
ENSDARG00000074696	zgc:194621	https://zfin.org/ZDB-GENE-081022-130	zgc:194621 [Source:ZFIN;Acc:ZDB-GENE-081022-130]
ENSDARG00000016854	neurod2	https://zfin.org/ZDB-GENE-010608-3	neurogenic differentiation 2 [Source:ZFIN;Acc:ZDB-GENE-010608-3]
ENSDARG00000062084	clcn1a	https://zfin.org/ZDB-GENE-060503-333	"chloride channel, voltage-sensitive 1a [Source:ZFIN;Acc:ZDB-GENE-060503-333]"
ENSDARG00000061862	myo18ab.1	https://zfin.org/ZDB-GENE-080423-1	myosin XVIIIAb [Source:ZFIN;Acc:ZDB-GENE-080423-1]
ENSDARG00000036096	smad3a	https://zfin.org/ZDB-GENE-000509-3	SMAD family member 3a [Source:ZFIN;Acc:ZDB-GENE-000509-3]
ENSDARG00000076092	slc31a2	https://zfin.org/ZDB-GENE-030925-25	"solute carrier family 31 (copper transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030925-25]"
ENSDARG00000093081	si:ch73-92i20.1	https://zfin.org/ZDB-GENE-070705-270	si:ch73-92i20.1 [Source:ZFIN;Acc:ZDB-GENE-070705-270]
ENSDARG00000043198	si:rp71-1i20.2	https://zfin.org/ZDB-GENE-040724-207	si:rp71-1i20.2 [Source:ZFIN;Acc:ZDB-GENE-040724-207]
ENSDARG00000044976	krt93	https://zfin.org/ZDB-GENE-060421-4592	keratin 93 [Source:ZFIN;Acc:ZDB-GENE-060421-4592]
ENSDARG00000046013	rasl11a	https://zfin.org/ZDB-GENE-050417-384	"RAS-like, family 11, member A [Source:ZFIN;Acc:ZDB-GENE-050417-384]"
ENSDARG00000092807	RPL41	https://zfin.org/ZDB-GENE-030131-7528	si:dkey-151g10.6 [Source:ZFIN;Acc:ZDB-GENE-030131-7528]
ENSDARG00000067566	sftpbb	https://zfin.org/ZDB-GENE-060526-155	surfactant protein Bb [Source:ZFIN;Acc:ZDB-GENE-060526-155]
ENSDARG00000026072	pdcd5	https://zfin.org/ZDB-GENE-040426-980	programmed cell death 5 [Source:ZFIN;Acc:ZDB-GENE-040426-980]
ENSDARG00000076272	znf1041	https://zfin.org/ZDB-GENE-080213-11	zinc finger protein 1041 [Source:ZFIN;Acc:ZDB-GENE-080213-11]
ENSDARG00000015589	ankrd33bb	https://zfin.org/ZDB-GENE-070912-531	ankyrin repeat domain 33Bb [Source:ZFIN;Acc:ZDB-GENE-070912-531]
ENSDARG00000073920	cntnap5a	https://zfin.org/ZDB-GENE-081105-126	contactin associated protein-like 5a [Source:ZFIN;Acc:ZDB-GENE-081105-126]
ENSDARG00000101706	csrp3	https://zfin.org/ZDB-GENE-041010-119	cysteine and glycine-rich protein 3 (cardiac LIM protein) [Source:ZFIN;Acc:ZDB-GENE-041010-119]
ENSDARG00000091411	si:ch211-214p13.9	https://zfin.org/ZDB-GENE-060503-213	si:ch211-214p13.9 [Source:ZFIN;Acc:ZDB-GENE-060503-213]
ENSDARG00000022904	skilb	https://zfin.org/ZDB-GENE-080723-40	SKI-like proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-080723-40]
ENSDARG00000094202	si:dkeyp-72g6.2	https://zfin.org/ZDB-GENE-090312-41	si:dkeyp-72g6.2 [Source:ZFIN;Acc:ZDB-GENE-090312-41]
ENSDARG00000075864	igsf9a	https://zfin.org/ZDB-GENE-060503-288	"immunoglobulin superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060503-288]"
ENSDARG00000036897	SGMS2 (1 of many)	https://zfin.org/ZDB-GENE-040801-162	zgc:100911 [Source:ZFIN;Acc:ZDB-GENE-040801-162]
ENSDARG00000053480	aqp9b	https://zfin.org/ZDB-GENE-070911-1	aquaporin 9b [Source:ZFIN;Acc:ZDB-GENE-070911-1]
ENSDARG00000103714	rab6a	https://zfin.org/ZDB-GENE-040426-2849	"RAB6A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040426-2849]"
ENSDARG00000077488	si:ch73-289h5.4	https://zfin.org/ZDB-GENE-110913-10	si:ch73-289h5.4 [Source:ZFIN;Acc:ZDB-GENE-110913-10]
ENSDARG00000018047	brms1lb	https://zfin.org/ZDB-GENE-081031-54	breast cancer metastasis-suppressor 1-like b [Source:ZFIN;Acc:ZDB-GENE-081031-54]
ENSDARG00000068130	SPACA9	https://zfin.org/ZDB-GENE-060825-33	zgc:153740 [Source:ZFIN;Acc:ZDB-GENE-060825-33]
ENSDARG00000056438	her9	https://zfin.org/ZDB-GENE-011213-1	hairy-related 9 [Source:ZFIN;Acc:ZDB-GENE-011213-1]
